id;address;year;base_type;build_year;cesspools_volume;cold_water_type;common_hold_square;electo_type;electro_inputs;elevators;energo_class;entrance;ext_info;face_type;fire_exting_type;floors;floors_min;garbage_chute_count;garbage_chute_type;gas_supply_type;gutter_type;hot_water_type;kap_rem_fund;land_plot_area;latitude;living_rooms;living_square;longtitude;manager;not_living_rooms;not_living_square;other;overlap_type;parking_area;playground;roof_type;roofing_type;rooms;seria;sportground;square;type;underground_square;vent_type;wall_type;warming_type;water_disposal_type;working_year;wreck
6699158;г. Майский, ул. Грибоедова, д. 2;;Не заполнено;Не заполнено;Не заполнено;Центральное;Не заполнено;Центральное;1;0;A;2;Не заполнено;Нет данных;Не заполнено;3;Не заполнено;0;Не заполнено;Центральное;Не заполнено;Отсутствует;Не заполнено;437.05;43.648518;Не заполнено;556.7;44.068527;"ТСЖ ""Левушка""";Не заполнено;0.0;Не заполнено;Деревянные;Не заполнено;Не заполнено;Нет данных;Нет данных;15;Здание;Не заполнено;611.9;Многоквартирный дом;Не заполнено;Не заполнено;Каменные, кирпичные;Центральное;Автономное;1934;Нет
6463907;г. Майский, ул. Грибоедова, д. 4;;Не заполнено;Не заполнено;Не заполнено;Отсутствует;Не заполнено;Центральное;1;0;Не заполнено;2;Не заполнено;Нет данных;Не заполнено;3;Не заполнено;0;Не заполнено;Центральное;Не заполнено;Отсутствует;Не заполнено;430.0;43.648518;Не заполнено;620.9;44.068527;"ТСЖ ""Сирень""";Не заполнено;Не заполнено;Не заполнено;Деревянные;Не заполнено;Не заполнено;Нет данных;Нет данных;12;Не заполнено;Не заполнено;620.9;Многоквартирный дом;Не заполнено;Не заполнено;Каменные, кирпичные;Печное;Автономное;1934;Нет
6699160;г. Майский, ул. Железнодорожная, д. 48;;Ленточный;1977;Не заполнено;Центральное;99.7;Центральное;1;0;B+;4;Не заполнено;Оштукатуренный;Пожарный кран;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;1027.6;43.642288;56;2551.0;44.070566;ООО «Коммунальщик»;4;745.4;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из металлочерепицы;60;Типовой;Не имеется;3478.2;Многоквартирный дом;1040.3;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1977;Нет
6546450;г. Майский, ул. Железнодорожная, д. 50;;Ленточный;1983;Не заполнено;Центральное;235.6;Центральное;1;0;Не присвоен;4;Не заполнено;Оштукатуренный;Пожарный кран;5;1;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На специальном счете у регионального оператора;2480.0;43.642425;60;2869.4;44.069839;ООО «Коммунальщик»;0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из металлочерепицы;60;Типовой;Не имеется;3105.0;Многоквартирный дом;778.8;Приточно-вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1983;Нет
6463905;г. Майский, ул. Железнодорожная, д. 52;;Ленточный;1987;0.0;Центральное;2887.1;Центральное;1;0;Не присвоен;4;Не заполнено;Окрашенный;Отсутствует;5;5;0;Отсутствует;Центральное;Смешанные;Отсутствует;На специальном счете у регионального оператора;2476.0;43.642452;57;2887.1;44.069111;ООО «Коммунальщик»;0;1086.3;Не заполнено;Железобетонные;0.00;Имеется;Плоская;Из рулонных материалов;57;Кирпичный;Не имеется;2887.1;Многоквартирный дом;801.0;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1987;Нет
6654052;г. Майский, ул. Железнодорожная, д. 377/1;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;0;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.636012;Не заполнено;99.0;44.071006;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;3;Не заполнено;Не заполнено;99.0;Многоквартирный дом;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;1949;Да
9075124;г. Майский, ул. Железнодорожная, д. 377/2;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.63598;Не заполнено;Не заполнено;44.070997;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9293679;г. Майский, ул. Кавказская, д. 3;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.613355;Не заполнено;Не заполнено;44.053938;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9293687;г. Майский, ул. Комарова, д. 1;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.641362;Не заполнено;Не заполнено;44.070467;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
8692869;г. Майский, ул. Комарова, д. 2;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.641721;Не заполнено;Не заполнено;44.070674;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
8692882;г. Майский, ул. Комарова, д. 3;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.641473;Не заполнено;Не заполнено;44.069767;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
8276214;г. Майский, ул. Комарова, д. 4;;Не заполнено;Не заполнено;Не заполнено;Центральное;Не заполнено;Центральное;1;0;Не заполнено;1;Не заполнено;Нет данных;Не заполнено;2;Не заполнено;0;Не заполнено;Центральное;Не заполнено;Отсутствует;Не заполнено;218.0;43.641858;Не заполнено;116.9;44.069955;"ТСЖ ""Юлина""";Не заполнено;12.7;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Нет данных;Нет данных;8;Не заполнено;Не заполнено;216.5;Многоквартирный дом;Не заполнено;Не заполнено;Каменные, кирпичные;Центральное;Автономное;1969;Нет
9075112;г. Майский, ул. Комарова, д. 5;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.641662;Не заполнено;Не заполнено;44.069075;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
9293654;г. Майский, ул. Комарова, д. 6;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.642014;Не заполнено;Не заполнено;44.069255;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
8218752;г. Майский, ул. Комарова, д. 7;;Не заполнено;Не заполнено;Не заполнено;Центральное;Не заполнено;Центральное;Не заполнено;Не заполнено;Не заполнено;1;Не заполнено;Нет данных;Не заполнено;2;Не заполнено;Не заполнено;Не заполнено;Центральное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.641806;Не заполнено;258.4;44.068383;"ТСЖ ""Жизнь""";Не заполнено;Не заполнено;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Нет данных;Нет данных;8;Не заполнено;Не заполнено;372.2;Многоквартирный дом;Не заполнено;Не заполнено;Каменные, кирпичные;Не заполнено;Не заполнено;1969;Нет
6546448;г. Майский, ул. Комарова, д. 9;;Не заполнено;Не заполнено;Не заполнено;Центральное;Не заполнено;Центральное;2;0;Не присвоен;2;Не заполнено;Нет данных;Не заполнено;2;Не заполнено;0;Не заполнено;Центральное;Не заполнено;Отсутствует;Не заполнено;578.55;43.641799;Не заполнено;638.4;44.067791;"ТСЖ ""Комарово""";Не заполнено;209.4;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Нет данных;Нет данных;16;Не заполнено;Не заполнено;638.4;Многоквартирный дом;10.0;Не заполнено;Каменные, кирпичные;Центральное;Центральное;1967;Нет
8215065;г. Майский, ул. Комарова, д. 10;;Ленточный;1989;0.0;Центральное;741.5;Центральное;1;0;Не присвоен;4;Не заполнено;Оштукатуренный;Пожарный кран;5;5;0;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Не определен;881.0;43.642334;45;1657.0;44.067656;"ООО ""Сервис+""";0;979.1;Не заполнено;Железобетонные;0.00;Имеется;Плоская;Из рулонных материалов;45;Кирпичный;Не имеется;2636.1;Многоквартирный дом;741.5;Приточно-вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1989;Нет
9293672;г. Майский, ул. Комарова, д. 11;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.641395;Не заполнено;Не заполнено;44.067629;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
6463906;г. Майский, ул. Ленина, д. 5;;Ленточный;1987;0.0;Центральное;3806.9;Центральное;2;0;Не присвоен;5;Не заполнено;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Центральное (открытая система);Не определен;4225.0;43.63474;63;1942.0;44.05534;"ООО ""Сервис+""";2;313.7;Не заполнено;Железобетонные;60.00;Имеется;Плоская;Из рулонных материалов;65;Кирпичный;Не имеется;3806.9;Многоквартирный дом;10315.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1997;Нет
8253138;г. Майский, ул. Ленина, д. 8, к. 1;;Ленточный;2003;0.0;Центральное;679.1;Центральное;1;0;Не присвоен;2;Не заполнено;Оштукатуренный;Пожарные гидранты;3;3;0;Отсутствует;Центральное;Отсутствует;Отсутствует;На специальном счете у регионального оператора;352.3;43.637891;12;400.3;44.054271;"ООО ""Сервис+""";0;278.8;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из оцинкованной стали;12;Кирпичный;Не имеется;679.1;Многоквартирный дом;289.0;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;2003;Нет
8234100;г. Майский, ул. Ленина, д. 11;;Ленточный;1986;0.0;Центральное;4317.8;Центральное;1;0;Не присвоен;6;Не заполнено;Оштукатуренный;Отсутствует;5;1;0;Отсутствует;Центральное;Наружные водостоки;Центральное (открытая система);На счете регионального оператора;8687.0;43.632633;71;2233.1;44.054406;"ООО ""Сервис+""";7;2084.7;Не заполнено;Железобетонные;1 913.00;Имеется;Скатная;Из металлочерепицы;78;Кирпичный;Имеется;4317.8;Многоквартирный дом;466.8;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1986;Нет
9055918;г. Майский, ул. Ленина, д. 13;;Ленточный;1987;0.0;Центральное;4623.1;Центральное;1;0;Не присвоен;6;Не заполнено;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;1403.0;43.631856;82;2705.8;44.054055;"ООО ""Сервис+""";5;1917.3;Не заполнено;Железобетонные;30.00;Имеется;Скатная;Из металлочерепицы;87;865;Не имеется;4623.1;Многоквартирный дом;1225.0;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1987;Нет
8235794;г. Майский, ул. Ленина, д. 15;;Бетонные столбы;2004;Не заполнено;Центральное;73.7;Центральное;1;0;Не присвоен;5;Не заполнено;Оштукатуренный;Пожарный кран;5;1;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На специальном счете у регионального оператора;461.3;43.631001;58;3097.9;44.053822;ООО «Коммунальщик»;0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;58;кирпичный;Не имеется;3171.6;Многоквартирный дом;384.4;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;2004;Нет
8217389;г. Майский, ул. Ленина, д. 19;;Ленточный;1975;0.0;Центральное;749.0;Центральное;1;0;Не присвоен;4;Не заполнено;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На специальном счете у регионального оператора;6884.0;43.629742;60;1835.2;44.053328;"ТСЖ ""Дом""";0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);60;кирпичный;Не имеется;2667.7;Многоквартирный дом;749.0;Отсутствует;Каменные, кирпичные;Центральное;Центральное;1975;Нет
6546449;г. Майский, ул. Ленина, д. 21;;Бетонные столбы;1976;Не заполнено;Центральное;Не заполнено;Центральное;1;0;Не присвоен;4;Не заполнено;Нет данных;Не заполнено;5;Не заполнено;0;Отсутствует;Центральное;Не заполнено;Квартирное (квартирный котел);На специальном счете у регионального оператора;973.58;43.629155;60;Не заполнено;44.053013;"ТСЖ ""Огонек""";Не заполнено;Не заполнено;Не заполнено;Железобетонные;Не заполнено;Не заполнено;Нет данных;Нет данных;60;Не заполнено;Не заполнено;2666.4;Многоквартирный дом;Не заполнено;Не заполнено;Каменные, кирпичные;Центральное;Центральное;1976;Нет
6546451;г. Майский, ул. Ленина, д. 23;;Ленточный;1990;0.0;Центральное;0.0;Центральное;2;2;Не присвоен;2;Не заполнено;Окрашенный;Отсутствует;9;9;0;Отсутствует;Центральное;Наружные водостоки;Центральное (открытая система);На счете регионального оператора;4064.0;43.62862;71;2665.5;44.052816;"ООО ""ГУК Наш-дом""";1;69.0;Не заполнено;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;72;нет данных;Не имеется;4501.7;Многоквартирный дом;346.0;Вытяжная вентиляция;Панельные;Центральное;Центральное;1990;Нет
8579670;г. Майский, ул. Ленина, д. 25;;Ленточный;1973;0.0;Центральное;1754.0;Центральное;1;0;Не присвоен;8;Не заполнено;Окрашенный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;8000.0;43.626721;120;3611.1;44.05198;"ООО ""ГУК Наш-дом""";0;0.0;Не заполнено;Смешанные;230.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);120;652;Не имеется;5365.1;Многоквартирный дом;0.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1973;Нет
8046620;г. Майский, ул. Ленина, д. 27;;Ленточный;1976;Не заполнено;Центральное;3816.0;Центральное;1;0;C;4;Не заполнено;Оштукатуренный;Пожарный кран;5;5;Не заполнено;Отсутствует;Центральное;Отсутствует;Отсутствует;На счете регионального оператора;1337.03;43.625781;57;2600.7;44.051747;"ООО ""ГУК Наш-дом""";3;104.0;Не заполнено;Железобетонные;23.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);60;кирпичный;Не имеется;750.3;Многоквартирный дом;750.3;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1976;Нет
6699161;г. Майский, ул. Ленина, д. 29;;Ленточный;1972;0.0;Центральное;0.0;Центральное;2;4;Не присвоен;4;Не заполнено;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;528.0;43.625187;60;2209.2;44.051342;"ООО ""ГУК Наш-дом""";0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);60;нет данных;Не имеется;2673.2;Многоквартирный дом;983.0;Вытяжная вентиляция;Панельные;Центральное;Центральное;1972;Нет
8579687;г. Майский, ул. Ленина, д. 31;;Ленточный;1974;Не заполнено;Центральное;915.0;Центральное;1;0;Не присвоен;4;Не заполнено;Окрашенный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;4480.0;43.624613;60;1796.8;44.051432;"ООО ""Домоуправление""";0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);60;698;Не имеется;2711.8;Многоквартирный дом;875.0;Приточно-вытяжная вентиляция;Смешанные;Центральное;Центральное;1974;Нет
9083949;г. Майский, ул. Ленина, д. 32;;Сплошной;1984;Не заполнено;Центральное;0.0;Центральное;1;0;Не присвоен;1;Не заполнено;Нет данных;Отсутствует;5;5;0;Отсутствует;Центральное;Внутренние водостоки;Центральное (открытая система);На счете регионального оператора;2644.0;43.626714;60;1697.8;44.050714;"ООО ""Домоуправление""";0;879.8;Не заполнено;Железобетонные;0.00;Не имеется;Нет данных;Нет данных;60;2;Не имеется;2577.6;Многоквартирный дом;600.0;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1984;Нет
8579690;г. Майский, ул. Ленина, д. 33;;Ленточный;1976;Не заполнено;Центральное;943.0;Центральное;1;0;Не присвоен;4;Не заполнено;Окрашенный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;5400.0;43.624176;58;1786.7;44.051244;"ООО ""Сервис+""";0;0.0;Не заполнено;Железобетонные;Не заполнено;Имеется;Скатная;Из волнистых и полуволнистых асбестоцементных листов (шиферная);58;6871;Не имеется;2730.2;Многоквартирный дом;50.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1976;Нет
9097185;г. Майский, ул. Ленина, д. 34;;Ленточный;1978;Не заполнено;Центральное;158.0;Центральное;2;0;Не присвоен;1;Не заполнено;Оштукатуренный;Пожарный кран;5;5;Не заполнено;Отсутствует;Центральное;Наружные водостоки;Центральное (открытая система);На специальном счете у регионального оператора;757.5;43.626316;40;2354.4;44.050902;ООО «Коммунальщик»;17;230.4;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из металлочерепицы;57;кирпичный;Не имеется;2584.8;Специализированный жилищный фонд;673.4;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1978;Нет
9111848;г. Майский, ул. Ленина, д. 35;;Ленточный;1980;Не заполнено;Центральное;58.2;Центральное;1;0;Не присвоен;4;Не заполнено;Оштукатуренный;Не заполнено;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На специальном счете у регионального оператора;3552.0;43.623732;58;2553.8;44.051055;ООО «Коммунальщик»;1;92.5;Не заполнено;Железобетонные;Не заполнено;Не имеется;Плоская;Мягкая (наплавляемая) крыша;59;кирпичный;Не имеется;2704.5;Многоквартирный дом;586.6;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1980;Нет
8579697;г. Майский, ул. Ленина, д. 35/1;;Ленточный;1980;Не заполнено;Центральное;100.3;Центральное;1;0;Не присвоен;4;Не заполнено;Окрашенный;Пожарные гидранты;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;4326.0;43.623739;58;2553.8;44.051064;"ООО ""Домоуправление""";0;0.0;Не заполнено;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;58;744;Не имеется;2648.9;Многоквартирный дом;800.0;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1980;Нет
7376160;г. Майский, ул. Ленина, д. 37;;Ленточный;1981;1.0;Центральное;2758.2;Центральное;1;0;Не присвоен;4;Не заполнено;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;Не заполнено;759.0;43.623301;36;2141.8;44.050552;"ООО ""Сервис+""";1;817.1;Не заполнено;Железобетонные;0.00;Имеется;Плоская;Из рулонных материалов;37;Кирпичный;Не имеется;2758.2;Многоквартирный дом;785.2;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1981;Нет
6735226;г. Майский, ул. Ленина, д. 38;;Ленточный;1984;0.0;Центральное;0.0;Центральное;1;3;Не присвоен;3;Не заполнено;Окрашенный;Отсутствует;9;9;0;Отсутствует;Центральное;Внутренние водостоки;Центральное (закрытая система);На счете регионального оператора;740.0;43.625416;108;6267.5;44.050543;"ООО ""ГУК Наш-дом""";0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Плоская;Из рулонных материалов;108;8716;Не имеется;6267.5;Многоквартирный дом;200.0;Вытяжная вентиляция;Панельные;Центральное;Центральное;1984;Нет
8182009;г. Майский, ул. Ленина, д. 38, к. 2;;Ленточный;1986;36.0;Центральное;4579.6;Центральное;90;0;Не присвоен;6;Не заполнено;Оштукатуренный;Пожарный кран;5;0;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На специальном счете организации;3679.0;43.625794;88;2778.5;44.049438;"ТСЖ ""Электроник-2""";2;1801.1;Не заполнено;Железобетонные;Не заполнено;Имеется;Плоская;Мягкая (наплавляемая) крыша;90;кирпичный;Не имеется;4579.6;Многоквартирный дом;1991.4;Приточно-вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1986;Нет
8951531;г. Майский, ул. Ленина, д. 38, к. 3;;Ленточный;1982;0.0;Центральное;0.0;Центральное;2;0;Не присвоен;4;Не заполнено;Иной;Отсутствует;5;5;0;Отсутствует;Центральное;Внутренние водостоки;Центральное (открытая система);На счете регионального оператора;3260.0;43.625768;60;1682.4;44.048836;"ООО ""ГУК Наш-дом""";0;0.0;Не заполнено;Железобетонные;Не заполнено;Имеется;Плоская;Из рулонных материалов;60;нет данных;Не имеется;2777.6;Многоквартирный дом;787.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1982;Нет
8857530;г. Майский, ул. Ленина, д. 38, к. 4;;Ленточный;1983;0.0;Центральное;2832.9;Центральное;1;0;Не присвоен;4;Не заполнено;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;Не определен;1598.0;43.626329;60;2832.9;44.048935;"ООО ""Сервис+""";0;0.0;Не заполнено;Железобетонные;0.00;Имеется;Плоская;Из рулонных материалов;60;Кирпичный;Не имеется;2832.9;Многоквартирный дом;684.2;Приточная вентиляция;Каменные, кирпичные;Центральное;Центральное;1983;Нет
8579720;г. Майский, ул. Ленина, д. 38/1;;Ленточный;1980;0.0;Центральное;1325.0;Центральное;1;0;Не присвоен;6;Не заполнено;Оштукатуренный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;7726.0;43.625618;90;3025.1;44.049995;"ООО ""Сервис+""";0;0.0;лавочки,клумбы;Железобетонные;0.00;Не имеется;Плоская;Из рулонных материалов;90;787;Не имеется;4350.5;Многоквартирный дом;300.0;Вытяжная вентиляция;Панельные;Центральное;Центральное;1980;Нет
8579733;г. Майский, ул. Ленина, д. 38/5;;Не заполнено;1983;Не заполнено;Центральное;160.0;Центральное;1;0;Не присвоен;4;Не заполнено;Окрашенный;Отсутствует;5;5;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;7500.0;43.626571;60;1759.1;44.049528;"ООО ""Домоуправление""";0;0.0;Не заполнено;Железобетонные;Не заполнено;Не имеется;Плоская;Из рулонных материалов;60;9515;Не имеется;2895.4;Многоквартирный дом;300.0;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1983;Нет
7115247;г. Майский, ул. Ленина, д. 40/2;;Сборный;1976;6.0;Центральное;1426.9;Центральное;2;0;C;6;Не заполнено;Оштукатуренный;Отсутствует;5;1;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;3510.0;43.624952;65;2416.5;44.049483;ТСЖ Феникс;0;0.0;Скамейки у каждого подъезда, оборудована площадка для мусора,  для сушки белья.;Железобетонные;1 450.00;Имеется;Скатная;Из металлочерепицы;65;кирпичный;Не имеется;3843.4;Многоквартирный дом;3843.4;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1976;Нет
6699179;г. Майский, ул. Ленина, д. 42;;Бетонные столбы;1980;800.0;Центральное;1262.9;Центральное;2;0;A;6;Не заполнено;Окрашенный;Отсутствует;5;0;0;Отсутствует;Центральное;Наружные водостоки;Отсутствует;На счете регионального оператора;4059.0;43.624254;90;2986.5;44.050031;ЖСК Ласточка;1;1689.2;Не заполнено;Железобетонные;0.00;Имеется;Скатная;Из металлочерепицы;90;кирпичный;Не имеется;4675.7;Многоквартирный дом;1262.9;Вытяжная вентиляция;Каменные, кирпичные;Центральное;Центральное;1980;Нет
8692475;г. Майский, ул. Медведева, д. 42;;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Автономное;Не заполнено;Не заполнено;Не заполнено;Не заполнено;43.622884;Не заполнено;Не заполнено;44.063488;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет данных;Нет данных;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Не заполнено;Нет
